market_cap_by_available_supply,price_btc,price_platform,price_usd,volume_usd,time
240807413,0.00017086800000000002,0.0023815,0.6796289999999999,8159000,1505795381000
243366740,0.00017203,0.00239126,0.685836,7834230,1505816990000
240950657,0.000169196,0.00235753,0.678605,7582490,1505838596000
232198554,0.00016653700000000002,0.0023198,0.6538809999999999,5591390,1505860183000
222936642,0.000162429,0.0022485400000000003,0.625647,5943750,1505881787000
223478501,0.000160011,0.00221967,0.6262829999999999,7690780,1505903383000
230070351,0.000160667,0.00222986,0.644548,6045060,1505924984000
224943073,0.000158621,0.00218803,0.629877,5960600,1505946587000
215853755,0.000156551,0.00214525,0.6022919999999999,6402800,1505968183000
215422275,0.000154765,0.00212133,0.600062,8293670,1505989782000
198651118,0.00014983,0.0020697800000000002,0.553217,7034920,1506011379000
198759113,0.00015105900000000002,0.0021273,0.553126,7175400,1506032983000
204035895,0.000151807,0.00209391,0.5663819999999999,8005140,1506054565000
198779042,0.000152675,0.00213231,0.5510039999999999,5808430,1506076166000
196847555,0.000153339,0.0021125700000000002,0.545596,4474410,1506097764000
208436575,0.00015831700000000002,0.00217061,0.57701,6709480,1506119365000
208798785,0.000156563,0.0021581,0.577321,4231040,1506140962000
212622056,0.00015710500000000002,0.00213333,0.5869019999999999,3987670,1506162562000
208417538,0.00015399,0.00205946,0.575233,4475110,1506184164000
209002147,0.000152991,0.00203739,0.575604,4717080,1506205764000
209203349,0.00015414400000000002,0.00199959,0.575793,4978330,1506227364000
202740868,0.000151285,0.00197591,0.557368,6965770,1506248969000
203460899,0.000150134,0.00194397,0.558507,7184510,1506270565000
200868913,0.00014928,0.00192376,0.549146,7454050,1506292167000
206552721,0.000148524,0.00195036,0.564242,7650220,1506313763000
201863982,0.00014644900000000002,0.00192102,0.551403,7775850,1506335365000
207773030,0.000143952,0.00194578,0.567422,5627100,1506356966000
210014580,0.000144728,0.00195416,0.5717500000000001,5732400,1506378567000
212758304,0.000147467,0.00198334,0.578915,5983020,1506400166000
211130780,0.000145579,0.00196947,0.57359,5977430,1506421764000
212665621,0.00014706700000000002,0.00200387,0.5776859999999999,5654500,1506443366000
210685181,0.000145381,0.0019749999999999998,0.569921,5738320,1506464964000
211851194,0.00014506500000000002,0.0019749900000000003,0.572709,5536050,1506486564000
223497343,0.00014922900000000002,0.00205479,0.604148,7824100,1506508166000
230660589,0.000152656,0.00210316,0.623494,11822100,1506529763000
235702891,0.000151246,0.00206983,0.635343,11507000,1506551366000
248087710,0.00015894500000000002,0.00219555,0.6680769999999999,12791900,1506572963000
277622819,0.00017735800000000002,0.00248309,0.7463139999999999,17019200,1506594564000
268710557,0.00017319700000000002,0.0024133600000000002,0.720776,19012000,1506616173000
290663018,0.00018497700000000001,0.0025950500000000002,0.7788879999999999,21351300,1506637764000
275114995,0.000179025,0.00257154,0.736439,24828600,1506659360000
268216022,0.000174314,0.00250652,0.717922,20065200,1506680959000
275623288,0.00017400600000000001,0.00249226,0.735389,18047900,1506702564000
267748057,0.00017018,0.00243891,0.7132419999999999,16105900,1506724161000
270373337,0.00017115400000000002,0.00243284,0.720034,12046000,1506745758000
277979370,0.000172809,0.00246653,0.740254,11216500,1506767360000
274483998,0.000167274,0.00239612,0.727521,10489000,1506788961000
270729927,0.000165687,0.00238696,0.717447,10297000,1506810562000
270589927,0.000166484,0.00240744,0.717063,9055550,1506832161000
266353914,0.000163454,0.00236406,0.705835,8587430,1506853763000
260713956,0.000159499,0.0022936700000000003,0.687774,8326440,1506875365000
266359160,0.000160838,0.00232422,0.702541,8342730,1506896959000
264057913,0.00015738200000000002,0.00231508,0.696444,8910640,1506918568000
258363515,0.000152891,0.0022597900000000002,0.680945,9094970,1506940171000
255391442,0.00015181500000000002,0.00224992,0.6697369999999999,8586290,1506961772000
250173062,0.000149533,0.00221045,0.6560429999999999,6947840,1506983368000
250042687,0.000148379,0.00219008,0.6556879999999999,8103510,1507004966000
243174431,0.00014884,0.00221151,0.637659,8009340,1507026571000
238256712,0.000144862,0.0020907,0.621779,7644060,1507048160000
238398780,0.000145252,0.00210902,0.6220439999999999,6965080,1507069760000
238873710,0.00014460500000000002,0.00212005,0.6231639999999999,7194740,1507091359000
231100719,0.00014207800000000002,0.00205013,0.601783,7687460,1507112960000
229344958,0.00014134,0.00202958,0.595514,5843680,1507134559000
230073742,0.000141578,0.00204222,0.5973809999999999,5469180,1507156159000
224430605,0.00014000900000000002,0.0020174200000000002,0.582711,5240630,1507177758000
233176060,0.000142327,0.00206302,0.603495,5619490,1507199358000
239532833,0.000143509,0.00210214,0.619319,5581020,1507220959000
236573644,0.00014081600000000002,0.0020596,0.610823,6147000,1507242558000
230766415,0.00013779300000000001,0.00201327,0.595823,8211260,1507264160000
235378976,0.000137179,0.00200961,0.605038,8023380,1507285759000
233578000,0.00013682900000000001,0.00199507,0.600255,7087910,1507307362000
231208187,0.000136415,0.00195431,0.5939800000000001,6716740,1507328959000
233352260,0.00013719100000000002,0.00194177,0.5994769999999999,6395960,1507350559000
228858261,0.000134785,0.0019050900000000001,0.586152,5774980,1507372159000
228856575,0.000135233,0.00189935,0.5860989999999999,5647500,1507393759000
223969707,0.000131564,0.0018597,0.5726829999999999,6118080,1507415358000
230523531,0.000133062,0.00190386,0.5894389999999999,6452040,1507436975000
228225311,0.00013030500000000002,0.00187116,0.5810489999999999,4664110,1507458575000
229817453,0.000128591,0.00187912,0.584778,5476690,1507480175000
234011945,0.00012928400000000002,0.00192822,0.595444,5745210,1507501776000
232716161,0.000128295,0.00195612,0.592123,5964610,1507523358000
232684516,0.00012836,0.00192892,0.5894849999999999,6005590,1507544958000
228853192,0.00012473600000000002,0.00193836,0.5793900000000001,5783750,1507566560000
218519249,0.00011615,0.00187065,0.553195,6649980,1507588159000
221897795,0.00011641200000000001,0.00188915,0.561067,7180360,1507609779000
223057815,0.00011785700000000001,0.00187954,0.562199,9070970,1507631360000
